Key,Doc Num,Frequency,IDF
sahako,1,1,8.006367567650246
world_cup,18,29,5.115995809754082
vff,11,15,5.608472294851876
tranh_cãi,19,20,5.061928588483807
xung_quanh,11,11,5.608472294851876
muay_thai,1,1,8.006367567650246
kun,1,1,8.006367567650246
khmer,1,1,8.006367567650246
phát_sinh,4,4,6.620073206530356
hàng_loạt,28,30,4.674163057475043
bản_quyền,5,7,6.396929655216146
thương_lượng,1,1,8.006367567650246
polking,1,2,8.006367567650246
syria,2,3,7.313220387090301
263,3,3,6.907755278982137
voi,4,6,6.620073206530356
chiến,22,29,4.915325114291931
